source,target
184711,766381
296743,846792
514253,1013115
546962,299927
1167656,1509355
215595,215389
1133852,505413
88814,129788
477694,1358518
407740,227452
176843,5935
342456,84624
572447,245307
238781,150787
71900,384653
201525,623216
629300,486422
281427,537281
1120134,214927
418109,413600
998797,510618
738305,118410
1396546,544004
213732,172954
471145,441339
302699,959520
729085,226953
171748,261782
235799,126741
120459,275447
716568,198988
317100,177971
697174,1054860
1067628,762418
266804,124578
255736,119366
159365,389170
369047,767205
44608,57904
223523,87073
1343566,1604030
240459,30791
441411,438723
6771,154834
1136660,272334
421312,508250
62673,689822
157800,486198
71744,315036
12647,4683
31204,322662
840203,167146
466051,880750
2735,2741
405128,704200
1290205,925368
307597,877999
291259,654610
16731,22218
832837,863550
38223,347531
73201,37168
53191,365824
750021,819793
522151,1199273
431150,578059
65241,542179
37595,328321
103564,221665
751368,796864
210880,300970
128466,563124
321511,126306
175200,283896
99925,145488
127504,940950
65662,223798
506165,84035
14991,452772
393494,454179
471075,272520
113623,350482
1125838,892304
342840,691601
798110,221715
642173,155480
1316485,486431
5437,123329
873122,1514006
183765,287363
119555,245053
457032,231331
817054,16975
1394385,1526439
897692,1520381
35436,158346
89568,323211
1261711,342846
736620,867299
774267,692275
1103050,559451
380110,678952
412634,366125
458722,449285
703387,287863
141044,53461
972505,264678
204367,805303
685494,415192
21022,858367
482585,699799
143433,372137
97889,12490
61020,241808
622916,239161
6891,80012
665982,266969
664200,570971
163446,534822
80099,229657
729682,813338
411613,31736
537450,896322
204825,246064
25163,20035
228425,287231
435531,290336
711313,698087
923099,299750
112177,103627
95313,507435
670732,81721
665030,161541
397577,60331
46794,432803
608467,140287
138745,210352
135530,541694
52280,58752
325661,103337
1306556,460920
328328,666070
721007,356502
1087875,870848
317712,558437
420600,318573
162622,438147
52170,673791
508966,504876
169468,815363
860467,738521
522227,487154
186964,164895
535257,514974
204384,422205
508435,346210
553950,495907
585470,80622
217867,13508
84771,129563
29593,312740
206966,761868
1302684,423953
591148,762053
1017788,139501
60276,332530
764643,751491
251783,983189
33898,142797
14009,265025
1104300,383083
100474,511313
134363,958022
941548,1505392
1099481,675036
695986,142670
1107075,207400
219511,315738
165322,266734
1446351,1446286
249543,428447
91912,368611
147114,964953
649547,265425
179048,278129
422216,207552
1282997,1055617
451023,250436
20194,27390
487779,958573
50671,325777
399627,287616
384192,402960
457704,321496
129633,19168
64914,550513
90500,736709
757654,469171
931766,706060
290743,882478
148091,133464
133296,999981
918315,1286586
299476,671795
78611,83345
486546,181503
120769,106475
909762,1541549
412141,711591
286201,534566
895762,932213
168896,419186
738443,379613
57162,15913
1231678,314416
619953,622601
104996,216799
30929,17728
432155,898103
125449,77046
37551,176328
189039,58708
14843,270683
840511,562548
201864,57009
1123121,1480984
90638,180139
187333,357454
593267,593298
584548,568647
170239,416190
197455,96091
315720,366684
1221369,707954
167028,253572
14964,119217
1005488,1483394
205020,134327
396564,335389
127832,1147312
102563,145782
987977,147469
355357,632491
767519,298976
367162,566315
98998,336402
971188,200481
33833,256936
500648,219386
687993,754359
443646,166526
379152,244149
357772,433042
748344,409791
340204,1184091
317767,288787
772430,714993
228007,441004
634648,1373089
263680,257256
36051,43283
672909,346165
495776,495871
230739,606354
849686,564865
102289,465918
720585,720756
735369,481905
155369,435544
546269,460292
343499,957505
176823,193707
699272,63682
1201266,1049206
488614,483196
543886,543505
270698,14843
91890,312548
1046134,1350481
1240999,119465
26333,76161
747544,359384
591708,88477
402938,1028603
837411,363405
871145,251408
1350524,925125
18077,102545
252142,497319
439219,32171
170509,483561
130434,608832
654655,1312520
549590,459412
1102561,431621
140530,123349
552444,136793
273148,630702
226448,300533
1179514,1254942
53590,176373
1093094,604955
176683,162001
504130,305248
840871,565187
1372827,1116499
327538,697191
899674,211852
317901,462534
216216,216319
552819,318090
25994,17076
10301,214774
216589,676391
93699,152484
860157,776937
408446,296812
588578,564204
891308,725615
450299,607290
588291,371725
256584,385604
683359,1381934
455489,865511
1307459,718314
803646,722538
324285,34427
718659,172827
862294,795517
18303,24844
258494,183077
826866,88780
1241889,321769
345823,796121
1362517,1231188
1373663,617867
597989,950915
342200,672900
211445,725840
311762,293592
340377,331251
235284,89639
163163,15141
238507,83556
695253,452187
314448,128624
360743,131188
554324,1400743
1226579,417841
987687,319136
427065,318388
429642,901242
1156196,374824
87249,645508
61465,76019
279862,1077138
53447,141504
802217,432665
57978,658213
336993,198979
420961,811702
514123,278478
274031,304136
85394,562471
580105,570020
864011,810339
239559,12240
648646,157005
1098872,409079
1253114,1262084
479056,249837
1241355,780149
1145490,1009041
329566,268062
302191,17747
239504,6729
1158151,428396
244758,65431
237745,147326
432876,252249
327688,327883
311117,553131
407311,64861
543041,629968
927417,150419
618254,109137
96665,602970
1176950,750441
62942,55403
20689,105430
655521,57429
443460,839517
24185,33687
930544,249582
364772,1151987
31920,9338
1052485,896486
728768,896328
536267,594732
137781,388795
203765,343982
719621,300251
1131511,400061
211961,226067
894260,863033
1205850,529571
1214402,734402
615558,89762
225503,37894
627694,90587
733049,141282
587806,534202
281513,901093
975325,975419
376729,702369
392160,164884
410001,462692
13991,6575
234244,1232881
231756,812840
154777,338872
369912,296540
254241,114303
289516,429837
355039,643230
794445,616626
690070,641774
627883,627237
90282,90599
145265,37322
241845,322579
473945,166623
147932,158596
532088,691418
127134,159358
162835,99268
825581,376654
828777,141310
270393,224729
902216,610155
981014,215501
155665,545701
614220,51990
143420,513457
1283201,1144921
192036,359192
85099,213580
225357,204169
241184,551816
44996,325228
1408856,571330
330272,692538
124403,410149
160865,112835
633315,476864
190199,36340
396103,629356
937178,411166
217038,642722
998690,193774
35654,332110
226629,27987
13910,22336
683998,158922
98466,659206
1080172,851532
25704,8344
249196,304643
186271,72723
105626,4463
509453,1132365
26574,330483
87081,537944
859208,880091
959699,1125532
552810,276144
460052,291320
655982,629311
435316,1218901
379136,292637
37786,39175
355741,507053
907711,194864
472687,1303542
586980,485906
284546,141118
363982,407230
1029117,968165
480609,1108760
56455,47520
159355,699883
780882,702104
330991,305677
898978,589521
903399,455769
396877,1015762
603252,366555
1383387,1383386
79552,470757
786089,786552
140118,1349209
7403,7317
151792,867895
1018662,1018660
62243,690445
902588,149829
193955,71058
270891,582073
702684,897415
264563,134976
67811,520037
396870,471108
863597,368443
160919,160916
317278,868214
311733,461980
130449,588616
418964,274973
65099,247675
528972,623570
879067,569117
123670,369224
186837,268423
291172,423919
399638,73617
180474,746428
145261,181669
220139,496519
331182,88861
30638,295529
93378,4187
187733,469143
129772,213155
981112,301643
225194,538889
446837,694963
71093,743392
359880,917693
169070,454422
100108,438836
218463,1100794
1445015,748699
562730,87219
1062580,389322
486332,415631
829708,439955
374440,463853
895990,346294
146668,367898
1345210,834678
797878,979311
353389,184255
1067867,1317779
71252,405824
93089,662755
74235,90393
458499,414300
382094,239202
611493,784978
39522,240828
995177,443474
75777,347927
722266,581190
421584,129606
453081,717363
92860,775389
641946,423078
928372,254581
880416,337151
73491,494003
918526,332488
485581,297489
220799,143658
1219770,777837
814277,814672
645036,864290
1258209,338431
326947,326937
602327,50548
378932,425712
1151142,1200621
542235,386106
164038,413403
173020,478938
888669,808370
335273,450724
142700,977234
16265,285610
512662,565484
1045237,232691
551165,410737
208089,1107915
818130,795334
127857,822324
18341,308220
707878,495614
378995,1294240
1009221,718343
54064,139230
834437,167770
442911,670317
40930,524767
341262,434535
554184,194702
166890,420402
393465,526976
102972,102892
201837,68023
619392,449835
589220,1006538
144674,139099
356103,651257
528415,621743
48799,120471
461864,1348392
299807,951982
82938,565883
11520,29084
233630,111942
556561,556179
673129,543044
339639,814776
429135,1273076
744763,288384
102566,113627
257265,215114
194815,436114
7408,545041
173033,414298
125806,87776
424887,49066
961762,332511
763702,250585
520548,812888
1303760,830909
28976,103875
803651,1426226
82846,798983
1163417,268520
9003,98024
464934,460626
1530963,1623876
1150494,617941
978880,1242583
179278,322684
483139,482475
629357,629962
21392,337491
1485768,769539
139940,798131
411628,147240
56207,1026444
494453,972042
199829,112369
664770,506054
892512,668155
394282,71991
311790,56209
692311,287684
606657,617210
92550,665621
115755,221704
659026,567958
661076,281592
146887,302179
936141,743391
671043,811460
4700,90530
1227588,1369757
525786,97073
52443,614346
260952,230225
510048,1030592
31612,60990
285113,1053821
53601,364038
265105,160440
265566,512268
844215,636090
1585746,1585794
106197,106123
457098,460685
614514,302939
1235372,1247654
613796,70615
900843,500385
110893,749903
565192,66576
595028,1094233
628298,633798
161026,234489
111051,526384
581623,512686
442180,151452
163868,1023467
156000,250587
68647,254605
146959,143658
105302,880484
1049280,960957
732060,211752
374192,424807
342927,641205
539541,647390
77017,107097
192451,543877
345523,601411
861574,99593
101772,184457
71875,27360
126798,65382
214154,666773
177386,72662
342644,953546
58211,237189
789473,465772
522697,85149
365734,935310
554574,356941
64299,320982
381647,451983
926625,768461
1188023,1053601
537584,253302
691232,538403
29524,404998
840073,392803
10711,15359
175093,95230
489995,495892
759575,1017113
453834,293826
80592,244360
479806,293430
700946,63955
857089,117556
97353,131936
728393,727904
720844,439501
380177,278674
401306,749164
3674,5871
728655,386543
692252,570163
385628,309483
1330532,602279
620995,280933
1021898,550851
320753,553381
234425,337035
468737,361273
642696,363252
447226,261209
1501060,916877
145931,6361
213784,437245
446259,909614
705133,624541
8757,191772
104569,304890
284056,688041
407985,407957
791498,927001
137602,517983
164949,387529
188411,533377
547729,551009
57524,348777
648775,734842
429309,565750
672985,970454
938765,246691
714497,1110364
224576,341271
215516,146127
223100,388916
544387,174509
629075,760964
129891,39811
212377,462996
618152,376233
161451,887087
279899,797712
659075,182993
8728,185201
240967,20954
559788,211997
363252,503776
38484,34176
196525,132362
121302,396727
592745,249945
1100592,606392
538723,141998
410349,613730
629158,220278
578265,224272
57632,590479
1033496,203903
219215,532742
99363,23359
272421,399736
4535,235830
545888,1322038
271249,345843
110190,257236
337319,294164
367071,733943
486203,180047
200667,941487
232254,1452479
439088,979631
299042,543094
1469305,1507941
1386864,1282357
979997,727424
1033510,227216
335729,954204
54170,630424
129837,595373
21760,348502
728588,289266
171613,580699
430262,326384
5248,123055
96940,193416
182346,347684
1165255,766274
1096832,331287
207013,856585
750494,670836
983934,846414
163324,731136
1276768,1051387
643619,644228
90133,269827
513136,817723
210180,187483
342685,346803
263963,119245
139103,603179
270514,391167
160392,135448
794870,795886
735965,391751
38666,134003
55103,444708
231064,67824
275256,173794
872917,775261
144882,649562
456213,1242064
916823,830616
128183,481093
1039818,1045969
730948,309383
537315,140369
1367889,493574
344278,251164
431673,324512
929025,169416
1231678,724166
331719,918882
419518,783647
302112,186210
364964,462476
61504,684709
645055,352497
268286,984012
10168,214817
62560,1079269
652607,817530
150263,443443
848664,95209
415860,819857
357334,1056222
644764,478748
988941,179995
701722,100200
79063,239629
43516,184255
52936,53371
176291,225089
729584,384191
82681,54765
445069,145188
1540327,1610253
219657,286116
682451,116673
338193,72809
819697,1348692
78338,39189
1195848,401178
178866,347873
548563,167904
64904,224523
519022,787989
393957,193156
460264,63793
600800,659380
392492,817525
109758,171374
842838,857042
820477,1040922
595709,49727
650446,740066
1174265,1162855
474827,1220945
527366,521154
321577,394566
268386,1187484
14628,12430
189625,112863
374570,293559
633892,637291
1045539,433025
721386,1024115
278500,1069471
299530,841823
665956,692907
831567,633468
929283,256116
1058082,289393
276160,304314
782508,78930
45929,122427
250385,398618
613767,901365
321669,445663
702418,1063092
169129,166566
1195559,800546
265243,937531
318782,225960
1450728,688264
685154,233606
65358,78215
387460,256587
166997,1031644
6150,100663
462033,206659
457005,248287
107833,649099
53085,654345
474241,413479
65327,29362
776340,776338
585002,47985
540455,540454
656069,247679
209043,234876
261436,261461
31804,181247
193364,36522
320350,64596
1151641,237521
412051,43964
314734,359725
639847,694018
913676,429747
216253,276005
87775,537944
968336,481875
732985,575177
600386,206584
807765,91691
19762,104557
69599,42629
219535,161493
511896,560068
251722,453454
142641,371199
132818,346987
971067,139589
649092,334768
430087,430130
5070,126650
379723,628036
20685,349905
205112,414082
96130,237181
355743,571764
760050,1035139
805617,199674
280928,78084
1503856,1420964
110528,177913
761935,222327
781843,648643
1113562,863595
664079,789239
1546410,1009931
871146,989447
257843,425452
131437,155477
563190,172657
202019,174376
387244,648258
1245266,588687
614824,614683
461488,787607
1330111,1401936
5890,133958
185157,550023
294969,288950
6920,131832
745500,744577
709102,583122
48682,455221
442022,442021
45930,28729
468421,1209797
1166168,248949
256871,711972
615885,1029275
969957,207264
341050,334387
555978,638370
556680,267200
755620,109402
368547,325825
196338,1419087
920035,198014
130092,1125
63246,698191
347828,1266333
130294,655920
497369,789691
412072,212380
172531,823662
301240,389164
45131,52303
41528,340811
786292,912873
1135242,505673
18348,173143
733125,581551
216819,918071
530946,41816
253436,198212
79682,292148
68786,2973
353989,255555
444501,539788
420034,463969
493144,266879
155665,1006511
296956,45036
299041,503075
11593,205010
482659,162994
402746,409889
581220,47679
28640,171067
313506,229915
207340,541336
859337,288470
659948,322253
209119,336993
1034946,1073392
128063,372585
444620,535698
549444,664205
95433,142497
530387,721024
279402,137160
1057334,529570
291342,291346
414010,265411
690910,403347
538306,361269
810907,804116
1469,2026
1022060,1050011
951949,1212280
112859,862866
143789,69545
418591,938798
12976,13912
105260,32158
1159225,1159236
66736,45993
376719,620105
216780,881849
51500,43175
353933,57690
608964,552627
127052,418792
570450,805269
884364,163609
429302,807181
386809,786247
230324,150707
53554,307669
350128,67616
680171,538650
260216,797972
210099,768227
602170,600198
665935,101035
1372323,562121
152867,226681
223523,324512
1294603,1321797
707978,706045
853487,1508900
791744,271077
1347261,1203076
173379,258866
141769,324657
142600,309961
127794,351221
214475,160821
489166,613318
286331,64997
1271340,473378
273236,11090
127561,270627
385649,772115
679224,462517
296692,114616
1217116,1054549
382177,287998
527914,502778
579293,471708
9436,18651
337260,566545
451318,163253
1071635,172449
597969,546075
700251,591811
1132274,1111546
1125844,1294251
467268,457148
342756,316410
811830,659865
1147250,921564
380300,1294731
838703,590642
292645,269250
730382,490030
370162,36754
812754,814063
232769,79990
134766,612528
349731,305448
427346,37161
440555,155741
896196,639477
950441,130831
475822,440821
758213,194502
366352,1166794
6810,555789
508862,699764
151007,425819
1058237,965674
416722,443892
972037,972085
269018,385595
141334,141444
201251,834225
79019,261272
279050,462701
140165,370426
191502,150584
938337,898015
934434,255126
363843,215554
19207,975497
1415175,717990
1392089,60051
614667,79411
84016,95571
899220,1503487
564982,206212
454774,423632
515965,531920
197454,151786
1534197,1459779
680748,280151
676562,586284
229293,845877
465363,554224
169586,608351
537381,1393575
625412,600218
292066,410406
729430,218710
819950,295586
725122,656085
899164,431545
745703,453588
272387,277492
313681,276395
457333,462676
866539,459616
621315,363073
270672,177875
505547,784782
1084966,1034592
331846,464965
608475,606536
6325,145374
123352,11445
577116,108950
306793,496130
672203,84752
1368606,459234
571697,701230
62947,108665
28393,39247
530493,114584
328783,422296
475480,703775
204426,778468
706655,174688
141088,534373
21061,7661
633925,633811
490364,659900
31326,56119
77434,154039
593896,41710
236216,60283
492482,676041
952134,132170
827484,319690
7336,161291
694361,979042
45884,569519
124001,565770
711388,771020
257218,13656
743221,416208
176887,510387
230824,60603
577519,242603
254246,752011
158578,909679
723217,394365
491315,938340
247630,1164757
90453,161763
41001,21359
44168,551112
415437,417533
268541,162164
89849,403485
78323,16315
1422618,1126759
83368,538771
567650,935775
648971,285487
356876,58135
15989,159792
1059644,945949
158087,801937
300583,411118
217939,962356
25601,14942
26308,94794
72980,541137
381143,546821
502609,1372188
955164,360973
852102,288831
888523,78571
690069,1193251
607472,856246
28399,36820
79651,225835
196091,643545
159198,1124591
512027,393259
1302889,390667
319699,748493
261330,261325
1300221,386729
1409469,1299627
81040,229546
916656,849654
1158286,459833
230450,1142503
492830,37821
36373,106709
843643,747781
466071,1313127
819044,297136
461720,342000
204991,785637
443441,1074986
275219,775282
6739,252438
1359664,1568748
834851,240740
1343445,567923
90478,96693
108840,297256
8413,188957
86867,578690
393442,393814
701428,813662
781317,542796
225331,781368
558083,331197
488952,488950
901953,112695
422409,418063
360810,23405
308923,350237
289663,77371
592486,699418
132637,196372
694862,193277
183043,1069801
369836,448634
196470,530992
401798,34052
534035,172825
788649,964137
686629,907684
127470,170615
394212,59355
1393184,863965
422801,111478
793057,334122
170354,75001
342776,256696
84133,270682
145320,970859
214105,61633
392797,332565
1227772,453506
289155,372823
279465,278681
585637,32989
99127,114543
100451,864526
498553,121527
366407,368124
644800,594064
188939,419654
131240,160061
412259,385929
326529,1246671
320477,320460
64864,194767
777476,213195
229923,150668
128762,14557
729169,729689
383119,383370
1178700,509750
943000,429922
1410409,1410485
964928,762760
98572,74784
361120,495998
220769,1128709
466516,465664
968356,282676
811799,385916
681388,203402
903944,611237
847344,60728
198592,272871
363802,298152
493035,164408
776039,1355504
625848,643488
505546,560142
400499,920801
344907,345513
409020,207445
111576,247682
885727,184571
338747,190700
781299,327322
883627,1019629
61098,681801
283529,59662
738699,531829
4622,28469
436241,88619
655218,273433
486683,883784
483016,191618
123329,32817
616767,616764
2796,31422
436741,191502
56387,133045
205584,175085
678085,513214
5348,1010915
954585,449193
107142,195130
517316,152419
18606,943
922860,572721
460869,723890
797854,729801
274027,688613
82220,796320
190363,662924
1161094,757797
62084,6341
184737,209298
46770,578266
124106,86886
899527,926119
644636,912048
343723,335347
415346,440304
86390,3641
53662,41398
1133441,513184
56101,615110
178644,983429
576418,356063
222760,346000
228186,228242
495843,523692
217956,553468
392724,392754
37974,38340
203157,194081
20044,213625
1540621,625441
1047780,311244
1257128,1318785
384793,242088
241455,694767
7621,25694
503070,167424
114350,133686
1140796,1140581
97239,618468
73838,101421
230495,297784
262336,1208027
295550,16987
604296,908514
318138,199598
28247,326739
1144894,628689
1218605,1409121
86972,391765
289381,187519
309482,433934
646898,1184301
53764,176094
212559,193069
388509,408639
93652,455220
23402,344257
144446,125471
482424,1137715
1193485,995627
611575,623617
506447,139762
823816,224801
154766,21118
223667,169672
33052,308057
76612,25851
170282,756882
1220518,1020918
1089013,196162
496691,307074
777529,566064
518849,562660
97545,115058
328290,603691
285551,505224
171880,778971
436177,436174
5142,72661
189312,210450
881160,424869
607622,706880
672444,111497
455620,440938
646541,474008
215267,987400
414254,41268
71605,419987
494876,183069
175719,101072
351668,469922
440511,361742
756802,757116
6304,138148
349100,533815
660492,58269
629275,61356
188432,406530
205456,863406
213667,276450
509377,355876
65488,204818
325538,833964
476603,253266
250680,185548
211622,238262
366851,222134
537139,325543
1087566,1144326
30219,107665
765078,227716
234577,391402
268507,971035
171016,803924
803888,122724
471461,1139578
130652,132146
10432,186312
852766,91622
220724,977375
82099,619299
285424,447215
300606,195260
645629,1442868
1242431,121898
746716,351146
794725,675743
649934,442373
194177,53747
268011,271358
5935,245054
2818,55459
816881,261631
316723,227488
921490,456895
376260,561603
6810,455257
628625,816939
752813,1213066
360430,603451
447720,446766
315325,506821
676442,219182
158391,203328
538292,267633
625059,362286
430997,222066
118316,589580
28983,214591
249127,404347
351768,104591
421756,419684
365607,23947
870749,1216129
462166,680383
1254855,889775
901589,650536
34476,75335
929884,697109
229613,312815
1416598,1040502
302778,373491
693303,348171
281806,223246
1104570,500389
1013790,302210
63047,123861
618795,73727
175541,26475
723918,415822
326463,464348
1129846,243629
1238441,1199750
785871,660955
453892,264875
726911,1063370
40611,30816
821570,821741
130260,546553
617535,620683
976729,1294461
1480,19037
417287,240049
170035,158567
709408,608496
554711,920502
619295,88721
230129,504463
669941,614342
236842,717493
157506,374343
961290,1622036
506947,1019667
109009,117835
999981,337185
716681,778629
52239,219936
194779,704126
1362944,1031119
283741,783395
19348,161561
281323,281329
700192,283768
211757,179090
387045,89109
245688,358591
904178,454248
717271,123085
303944,623829
1123569,469198
717338,66635
1061864,992774
30074,422889
1315587,905472
256160,342338
421563,252705
158949,1013238
482777,981061
93683,58395
646486,267396
1350498,950772
108584,305306
399741,223758
295711,708244
906722,650290
755264,533567
204018,630430
293121,428592
435242,634432
36852,237408
1281738,211308
70433,691494
364065,348555
506034,320615
266732,491343
580730,616987
191096,794968
105763,405304
360074,187675
740574,571416
868814,415894
93167,588486
806870,584838
1308238,1107023
185701,95765
397974,603260
497299,490508
630020,150864
427933,230679
711569,65825
811034,639219
640683,1316096
319959,1008450
108120,777119
222440,395648
1013529,721305
360546,191623
1026795,503005
110191,767706
524470,544555
438502,32580
293627,429219
702655,422618
519367,526151
41482,21274
365656,541697
2069,12845
52455,1333898
50339,24342
1516547,1318044
1304064,533169
373011,295680
26426,387550
901472,428478
123758,732409
30190,704112
896799,310132
4290,75494
758156,758181
99875,104495
104704,212595
1021283,713929
496263,496296
750155,425717
185409,635085
595655,637099
470327,301392
522735,1385775
352128,590271
732115,692999
307653,755097
390775,165252
266341,354714
282123,325714
677077,509770
969894,224707
280883,282427
549263,590008
440980,439030
871300,870378
406565,273560
202988,409913
196480,256212
539114,730357
67712,374442
988508,293324
1052939,1556151
649539,259666
876680,284850
518478,157477
471719,1233495
174353,470618
62560,435237
446555,431043
678754,995665
537086,372981
163772,974736
34848,89680
333659,346571
5935,108462
499301,296020
5975,119014
249250,63057
87920,231288
1149664,236066
728994,789758
193824,460224
223086,781698
32755,214911
126168,219452
391701,494019
250166,149031
185003,562938
519341,545047
199908,295936
49395,159490
828354,267780
655046,1446354
455879,390336
299366,432966
88152,18343
123462,47862
182825,118824
1171186,741541
593899,1174142
328771,365404
234197,149733
89912,729507
714947,1463098
505575,1231995
847839,1500770
1026324,494174
645948,822355
23695,304253
51150,247611
19045,166558
22622,315451
1078418,657418
8510,21325
546683,96720
862271,496850
452771,765528
254135,564783
660049,1128759
736389,114097
886502,199538
1481,157685
711828,65828
557655,1618796
466473,251650
246803,413718
25994,172895
1215271,579718
878981,879920
871033,1320606
1189101,839049
29383,37532
1297723,654241
19358,19677
184770,783611
823911,503851
594274,352181
31027,311982
72354,550588
656220,1349158
299432,330850
471873,497905
219514,1393782
1301879,179137
496636,572100
715544,454743
142238,248742
577600,537031
766067,931285
266699,217774
934203,954383
1197531,516653
75476,1212799
665147,1044354
862524,158211
482774,333790
447259,481110
297301,364323
457587,470138
155268,335186
622657,311954
707368,406807
185119,709229
421614,1180178
670808,381522
417831,726251
1015441,159807
832536,414513
1336154,1319478
486551,592819
408312,278110
247684,197012
224237,524237
128437,829872
1239229,1297474
465452,50486
251477,627552
1427019,727110
45492,1082048
685917,734803
781577,584637
73710,290310
1325347,637071
818571,366244
176064,194997
230207,600940
111181,64897
1066599,42510
905593,1380848
713319,878580
274433,723599
1336129,959877
619773,1432318
711338,203617
664534,58788
143069,964170
286780,712770
387635,284225
210012,415713
572148,1192166
207287,346968
209894,9960
804229,1204884
1368394,1286354
209522,642165
877920,105328
385668,54628
973686,684962
344709,871545
483322,851994
242385,554350
298559,293298
707981,437107
1502935,829866
1137756,753668
382763,759849
576464,738082
1210063,828358
405014,334956
850980,935462
11938,98131
610947,51775
583512,39646
806314,710612
1064981,862953
33229,888401
19113,178410
216209,291144
385909,128662
1033286,764562
853631,749163
121193,75200
110544,441800
617766,292633
102546,251327
1134378,224519
336644,55684
640404,565184
168285,194776
458508,958340
156368,556854
755847,447366
295768,639509
595031,926091
759109,759156
896959,111143
533586,599022
709251,289822
626047,282199
611738,766473
446373,842230
104775,25630
149886,456815
496314,116882
401951,27509
330415,364665
380254,1065111
860626,435957
164619,164310
46524,34871
647142,699491
335207,842323
407150,801737
367090,120782
358712,304945
6573,145255
34576,50801
101005,121261
530974,1287146
754594,935368
517882,209772
294177,720545
312176,481786
64891,270737
526094,347919
312199,142446
255653,582348
605264,459651
652988,41356
707723,708455
163240,189876
307107,333195
772419,1486616
443852,567089
1201069,348097
45936,24222
371531,493618
386906,202552
681697,824955
169996,49427
719217,409524
433968,1186892
556704,710665
243794,218583
238711,256499
26345,34605
279119,318322
240508,59849
144510,544680
223982,325066
54512,1496047
1239201,1195511
1027214,1363861
547230,278363
90012,137027
372322,125712
526632,535455
959191,902836
1246452,754979
792718,509424
343440,341354
167625,248338
624698,479655
18286,55716
399772,355376
153607,40770
622049,289698
296228,224055
450587,150090
620406,1432712
227286,769513
1482,26171
570820,85096
554482,554449
216266,752317
190526,8814
164222,793822
1018343,653621
709947,79494
236945,188981
194001,194031
1323553,420968
147036,507391
472968,274619
1164031,605456
667195,725665
561327,138614
306511,174355
187630,673873
281722,470336
592967,1419590
237447,312519
296636,648363
503440,63474
998151,379250
347114,167324
126448,116390
528780,769974
734376,664834
418628,416862
817432,457510
144632,101624
897522,703314
399867,1059403
75696,157543
532013,271512
84575,267275
193008,110480
417427,502481
494277,104487
926424,565830
908333,384569
929614,1076028
562694,1267812
14531,269029
62640,82290
149077,789284
99046,172527
95321,781439
373989,621375
779078,729303
277540,380750
455327,665715
238262,238231
374515,432831
172516,809607
27318,137308
122303,151851
407085,177829
1000899,889345
311981,373130
206633,24612
198154,455686
459524,978875
16056,260102
85161,84977
346487,326797
847388,508155
599308,424432
218380,679892
407219,475715
363230,24820
727176,85315
313717,769260
642450,274067
657896,382592
940701,589712
463766,197765
341927,572496
124782,934863
62511,60228
148061,101718
389985,36923
540491,540566
1092450,572927
784092,532088
5037,110069
274141,636609
210554,313691
190764,82834
908221,908222
294975,128026
481297,229640
485253,1218280
837346,471431
374592,388413
465406,294130
478397,111866
1450897,250666
415643,320457
754341,1282424
197666,281869
748097,325437
332156,156427
229790,387629
86084,190570
211603,97416
133613,747594
343005,796739
417219,489142
120038,29742
976796,439388
107646,875921
666058,537135
167400,262010
1603709,1603781
204620,1097065
389553,124184
509239,628705
477162,380010
85012,449817
462162,231544
300818,1222210
805719,495517
522107,664543
98314,590938
347677,467032
1038488,1054342
473508,578814
640937,468299
266695,122487
476020,35988
611032,556603
265691,61144
698699,993699
342393,92230
674589,605032
680056,281413
622272,623195
315558,262874
277905,161633
307966,480882
900838,335724
117827,17315
273627,355876
19437,18589
442582,278480
352486,416840
1486838,773571
434066,1112409
335255,125427
201610,152030
392702,949533
415876,141268
555148,487596
648230,87982
6780,160587
247633,265257
448467,938520
535726,862068
502363,599130
157533,174090
1257046,1592705
1369815,623438
386601,386559
1052974,1225968
927757,928186
289320,746439
111548,149744
737529,384728
419920,443951
477699,190389
1309014,1309015
231060,314710
225777,553432
180365,919040
241662,1098271
338415,725881
286943,16225
1519999,112069
805040,584593
410237,503751
1036332,824401
224190,444249
999220,152560
284994,383290
1062794,593146
296535,454412
186500,285704
120725,155479
456110,128449
551616,900563
185735,82043
226895,904853
71380,346156
149270,293377
26747,389529
267067,842542
66839,371940
8674,240468
720351,449740
1118971,441612
330440,827587
1381501,892144
342606,759432
226603,75529
378995,163891
956262,180501
549635,579332
174943,1412268
608727,1097594
751784,519914
417053,446129
400937,242831
33053,108421
142083,276326
57536,54274
311208,417272
881147,106577
1076344,191952
316462,55864
428472,359791
511310,970912
8302,18384
926178,1302462
315430,233095
970637,481689
197264,693824
203266,830808
186028,199135
237548,1037849
13670,210968
396741,109795
223102,769931
263893,790244
985315,914555
442603,175226
4459,22674
95332,147155
1498019,811513
308730,171553
97966,55979
48113,53774
391215,1224901
440048,64652
475082,91473
280989,127709
742880,121880
280305,321830
132127,613004
337992,643179
496435,621836
518359,47456
237209,541427
554133,196444
6307,141345
428667,569768
193656,186419
635671,284816
1382740,362842
667227,641520
330531,792653
371500,138582
371205,330755
232921,340500
560817,709810
459989,34460
811008,624172
484919,552972
197942,72873
1315075,441283
468408,322028
306524,306504
274116,27669
1431256,618400
376692,52957
378086,198847
505138,1178636
813922,375563
296293,52346
1231890,528642
598575,244711
593101,539089
723811,747916
509923,261289
664486,354155
823226,817825
458206,1346433
598573,262189
49481,90446
25428,2323
648996,756002
57098,497651
15619,405648
250888,456836
193413,372113
605214,1054101
